timestamp,region_name,temperature_current,temperature_min,temperature_max,temperature_growing_degree_days,humidity_relative_humidity,humidity_pressure,precipitation_rain_1h,precipitation_rain_3h,wind_speed,wind_gust,wind_degree,cloud_cover,weather_main,weather_description,extreme_weather_is_rainy,extreme_weather_is_thunderstorm,extreme_weather_is_clear,extreme_weather_is_cloudy
2023-12-11 18:02:20.878947,Punjab,14.45,30.22,34.81,4.52,78,1019.35,3.15,1.89,4.19,1.82,169,94,Clouds,broken clouds,False,False,False,False
2023-12-12 18:02:20.878947,Punjab,18.34,27.4,28.04,28.11,68,1008.29,4.07,0.41,3.75,5.07,124,20,Thunderstorm,rain,False,False,True,True
2023-12-13 18:02:20.878947,Punjab,30.55,25.77,41.58,20.33,80,1020.03,1.67,2.56,8.03,9.71,225,100,Clear,thunderstorm,True,True,True,False
2023-12-14 18:02:20.878947,Punjab,36.01,19.76,39.97,4.43,69,1036.44,0.85,3.39,3.62,7.82,224,100,Thunderstorm,light rain,False,False,False,False
2023-12-15 18:02:20.878947,Punjab,26.42,18.57,30.92,13.76,73,1005.91,0.04,1.33,3.81,12.55,223,34,Thunderstorm,few clouds,False,False,False,False
2023-12-16 18:02:20.878947,Punjab,32.31,20.67,28.53,8.13,66,1009.49,0.31,3.43,0.77,1.95,65,42,Clear,light rain,True,False,True,False
2023-12-17 18:02:20.878947,Punjab,26.04,17.92,46.86,30.89,59,1024.24,0.86,7.57,0.08,4.98,1,88,Clouds,few clouds,False,False,True,True
2023-12-18 18:02:20.878947,Punjab,18.45,6.02,31.13,25.34,66,1007.8,1.67,5.3,0.99,9.13,119,63,Clouds,thunderstorm,True,False,True,True
2023-12-19 18:02:20.878947,Punjab,19.54,28.54,27.26,11.69,47,1015.06,0.87,0.64,3.53,3.28,351,48,Thunderstorm,light rain,False,False,True,False
2023-12-20 18:02:20.878947,Punjab,33.48,15.38,27.19,5.84,60,996.11,0.21,1.5,2.63,9.5,57,64,Rain,light rain,False,False,False,True
2023-12-21 18:02:20.878947,Punjab,30.29,14.88,28.11,16.65,56,995.33,2.55,3.08,1.84,0.95,250,8,Clear,broken clouds,True,False,False,True
2023-12-22 18:02:20.878947,Punjab,13.96,18.34,37.76,16.18,58,1016.67,0.95,1.28,2.41,4.8,13,0,Clear,light rain,True,False,False,False
2023-12-23 18:02:20.878947,Punjab,26.23,24.43,33.06,20.43,71,986.19,0.11,2.26,10.67,10.67,191,17,Thunderstorm,rain,False,False,False,False
2023-12-24 18:02:20.878947,Punjab,33.06,21.77,26.24,1.91,72,1002.66,1.24,0.58,5.0,3.79,167,18,Rain,rain,False,False,False,False
2023-12-25 18:02:20.878947,Punjab,29.13,24.76,34.57,32.37,72,1005.32,5.91,0.51,2.5,0.21,341,49,Thunderstorm,rain,False,False,False,False
2023-12-26 18:02:20.878947,Punjab,23.06,17.79,21.36,21.16,20,1019.54,0.51,0.93,2.28,0.85,306,28,Thunderstorm,few clouds,False,False,False,True
2023-12-27 18:02:20.878947,Punjab,9.17,31.21,32.38,7.24,67,1000.42,0.52,3.31,1.76,3.76,52,0,Clear,scattered clouds,True,False,True,False
2023-12-28 18:02:20.878947,Punjab,33.0,27.06,32.86,28.07,71,1000.17,2.02,3.97,4.94,2.58,199,49,Thunderstorm,clear sky,True,False,False,False
2023-12-29 18:02:20.878947,Punjab,32.46,15.17,23.01,16.84,63,1020.78,0.86,0.07,1.11,7.5,236,81,Clouds,thunderstorm,False,False,False,False
2023-12-30 18:02:20.878947,Punjab,23.02,21.61,41.38,28.17,57,989.24,0.86,1.67,13.19,4.48,232,31,Clear,light rain,False,False,False,True
2023-12-31 18:02:20.878947,Punjab,26.92,14.26,20.51,1.55,75,1014.15,8.98,0.18,5.27,1.49,3,54,Clouds,few clouds,False,False,True,True
2024-01-01 18:02:20.878947,Punjab,23.09,27.87,29.67,0.0,57,994.34,4.65,0.39,2.88,6.89,215,25,Clear,thunderstorm,False,False,False,True
2024-01-02 18:02:20.878947,Punjab,24.76,19.85,35.64,22.93,43,1014.04,0.03,1.89,2.64,0.4,123,43,Thunderstorm,thunderstorm,True,False,False,False
2024-01-03 18:02:20.878947,Punjab,37.89,21.07,24.92,12.64,49,1017.6,2.65,1.68,5.35,4.05,97,70,Clouds,clear sky,False,False,False,False
2024-01-04 18:02:20.878947,Punjab,15.21,24.14,29.68,16.91,90,1008.28,0.16,0.6,2.63,0.44,104,69,Thunderstorm,rain,False,False,False,True
2024-01-05 18:02:20.878947,Punjab,14.14,16.39,34.57,17.26,90,1027.88,2.24,1.2,1.81,2.48,20,100,Clear,scattered clouds,True,False,True,True
2024-01-06 18:02:20.878947,Punjab,7.8,8.42,31.69,12.13,87,1008.19,0.51,0.43,9.91,1.2,222,70,Thunderstorm,clear sky,True,True,True,True
2024-01-07 18:02:20.878947,Punjab,22.86,20.45,43.91,4.03,56,1005.82,0.57,3.01,0.54,10.66,93,0,Thunderstorm,thunderstorm,False,False,False,True
2024-01-08 18:02:20.878947,Punjab,20.18,32.36,24.79,24.0,55,1006.12,2.46,1.36,1.72,1.58,333,64,Clear,thunderstorm,False,False,False,True
2024-01-09 18:02:20.878947,Punjab,20.63,11.43,29.99,19.83,53,1012.5,1.28,0.21,0.56,6.86,308,35,Clear,thunderstorm,False,False,True,True
2024-01-10 18:02:20.878947,Punjab,32.58,23.63,28.18,26.32,48,1008.0,1.49,0.83,8.14,4.88,276,15,Clouds,broken clouds,True,False,True,False
2024-01-11 18:02:20.878947,Punjab,27.59,14.28,31.93,6.8,81,1016.53,4.1,1.84,8.18,8.93,243,54,Clear,few clouds,False,False,True,True
2024-01-12 18:02:20.878947,Punjab,18.18,26.48,40.93,26.33,61,1014.11,0.12,2.13,4.28,7.34,172,22,Clear,few clouds,False,True,False,True
2024-01-13 18:02:20.878947,Punjab,29.54,29.77,32.5,23.93,68,1001.34,0.97,3.32,4.27,8.93,304,76,Thunderstorm,few clouds,False,False,False,True
2024-01-14 18:02:20.878947,Punjab,12.48,20.06,32.79,9.9,76,1034.01,1.89,3.71,2.48,11.05,165,72,Clouds,light rain,False,False,True,False
2024-01-15 18:02:20.878947,Punjab,32.29,25.27,32.23,19.66,65,1011.47,5.99,2.57,5.48,6.82,83,65,Clear,light rain,False,False,False,True
2024-01-16 18:02:20.878947,Punjab,19.98,22.56,26.64,20.8,71,1011.92,2.88,1.75,1.36,13.52,344,26,Clouds,broken clouds,False,False,True,False
2024-01-17 18:02:20.878947,Punjab,20.52,22.46,28.47,14.13,79,1004.75,0.99,0.31,0.86,4.0,262,56,Rain,scattered clouds,False,False,False,False
2024-01-18 18:02:20.878947,Punjab,32.13,17.04,25.46,12.07,39,1001.19,1.93,0.11,1.9,2.49,48,9,Rain,light rain,False,False,True,True
2024-01-19 18:02:20.878947,Punjab,14.04,18.73,41.43,9.88,54,1020.57,0.5,2.04,0.69,7.39,240,60,Rain,broken clouds,True,False,False,False
2024-01-20 18:02:20.878947,Punjab,25.84,20.24,32.1,13.71,58,1013.78,0.09,0.15,1.79,0.67,19,61,Clear,rain,False,False,False,True
2024-01-21 18:02:20.878947,Punjab,13.97,20.27,33.58,23.77,61,1007.53,0.0,3.25,6.16,2.62,155,96,Rain,clear sky,True,False,False,False
2024-01-22 18:02:20.878947,Punjab,17.64,14.24,36.76,6.37,31,1027.99,1.07,1.25,5.63,3.63,237,56,Rain,thunderstorm,False,False,False,False
2024-01-23 18:02:20.878947,Punjab,13.05,18.44,25.99,21.8,71,1011.29,0.62,1.64,1.84,12.58,337,86,Thunderstorm,light rain,True,False,False,False
2024-01-24 18:02:20.878947,Punjab,30.46,27.14,20.97,1.03,70,1028.0,0.58,1.87,4.92,0.09,177,80,Clouds,clear sky,True,False,False,True
2024-01-25 18:02:20.878947,Punjab,35.55,13.57,32.23,8.03,76,1021.49,1.33,0.06,3.68,4.43,22,69,Clear,broken clouds,False,False,False,False
2024-01-26 18:02:20.878947,Punjab,5.92,14.06,36.09,6.03,52,1003.95,2.08,0.82,7.29,10.47,1,0,Rain,scattered clouds,False,False,False,False
2024-01-27 18:02:20.878947,Punjab,26.86,29.18,33.6,23.2,56,1026.31,2.16,1.44,0.02,6.06,6,42,Clouds,thunderstorm,False,False,True,False
2024-01-28 18:02:20.878947,Punjab,15.49,17.29,24.82,20.3,55,1026.99,0.01,0.92,11.82,4.74,132,52,Thunderstorm,thunderstorm,False,False,False,True
2024-01-29 18:02:20.878947,Punjab,23.48,13.97,29.75,7.84,95,1007.65,0.61,3.54,3.66,4.35,188,53,Thunderstorm,broken clouds,False,False,False,False
2024-01-30 18:02:20.878947,Punjab,29.96,29.99,32.74,8.58,59,1007.62,1.23,0.51,3.02,4.06,258,32,Rain,clear sky,False,False,False,True
2024-01-31 18:02:20.878947,Punjab,36.54,21.21,31.15,5.24,49,1016.07,0.09,0.2,2.95,3.28,313,50,Thunderstorm,clear sky,False,False,False,False
2024-02-01 18:02:20.878947,Punjab,18.24,23.96,37.79,18.94,58,1018.21,1.28,0.94,4.05,1.38,88,82,Thunderstorm,rain,False,False,True,False
2024-02-02 18:02:20.878947,Punjab,27.31,17.83,28.63,11.42,66,1028.46,1.56,0.99,3.25,8.09,126,23,Rain,few clouds,False,False,True,True
2024-02-03 18:02:20.878947,Punjab,17.93,16.68,31.69,21.64,63,1025.95,1.94,2.06,2.99,2.5,210,65,Thunderstorm,rain,False,False,False,True
2024-02-04 18:02:20.878947,Punjab,38.34,6.61,30.57,8.36,100,1000.97,1.25,0.32,2.48,2.38,273,1,Rain,scattered clouds,False,False,False,False
2024-02-05 18:02:20.878947,Punjab,15.67,16.05,29.94,17.98,68,1022.95,1.83,1.5,2.72,5.09,255,58,Thunderstorm,few clouds,True,False,False,True
2024-02-06 18:02:20.878947,Punjab,23.03,18.73,36.9,23.49,44,1024.87,0.9,5.6,4.96,6.19,172,19,Clouds,rain,True,False,False,True
2024-02-07 18:02:20.878947,Punjab,19.45,11.88,33.48,3.68,47,1015.37,1.22,6.54,1.26,4.43,44,64,Clear,broken clouds,True,False,False,True
2024-02-08 18:02:20.878947,Punjab,39.07,25.12,32.26,19.85,59,1007.33,1.14,10.26,1.03,5.14,246,39,Rain,broken clouds,False,False,False,False
2024-02-09 18:02:20.878947,Punjab,27.2,10.49,28.32,1.45,67,1016.79,0.2,2.56,1.74,5.3,271,29,Thunderstorm,thunderstorm,False,True,True,True
2024-02-10 18:02:20.878947,Punjab,25.96,15.7,41.75,1.81,66,1023.17,0.78,0.83,2.85,2.43,135,65,Clouds,scattered clouds,True,False,True,False
2024-02-11 18:02:20.878947,Punjab,21.31,20.81,37.52,36.16,85,1016.13,1.54,1.69,3.88,7.95,275,6,Clear,few clouds,False,False,False,False
2024-02-12 18:02:20.878947,Punjab,20.78,25.65,41.56,21.89,56,1008.76,0.11,0.44,1.46,9.68,236,50,Clear,thunderstorm,False,False,False,True
2024-02-13 18:02:20.878947,Punjab,31.1,26.09,19.62,10.62,64,1014.68,2.08,5.37,3.47,4.92,324,14,Clear,light rain,False,False,False,False
2024-02-14 18:02:20.878947,Punjab,29.89,23.26,52.03,16.86,100,1023.65,3.59,3.06,2.45,6.31,178,8,Clouds,clear sky,False,False,True,False
2024-02-15 18:02:20.878947,Punjab,22.38,16.87,30.54,8.51,27,1012.88,0.3,3.21,2.65,6.04,106,63,Clouds,light rain,True,False,False,False
2024-02-16 18:02:20.878947,Punjab,21.66,41.74,35.25,17.02,81,1019.73,1.78,0.25,1.93,0.67,304,16,Clouds,light rain,True,False,True,False
2024-02-17 18:02:20.878947,Punjab,17.47,16.0,31.72,4.35,75,1022.76,4.04,1.88,1.37,10.05,224,100,Clouds,few clouds,True,False,True,True
2024-02-18 18:02:20.878947,Punjab,31.51,33.41,33.88,13.85,88,999.81,1.21,1.17,3.08,8.94,353,0,Thunderstorm,light rain,True,False,False,False
2024-02-19 18:02:20.878947,Punjab,34.12,10.43,26.26,25.1,64,997.47,4.65,0.48,4.67,8.82,236,37,Clouds,broken clouds,False,True,True,True
2024-02-20 18:02:20.878947,Punjab,32.1,17.73,34.01,11.66,100,1011.19,1.74,1.36,5.25,7.23,347,46,Clear,broken clouds,True,False,False,True
2024-02-21 18:02:20.878947,Punjab,5.77,13.53,26.73,13.56,67,1034.62,8.49,4.36,0.7,5.45,252,59,Clear,rain,False,True,False,False
2024-02-22 18:02:20.878947,Punjab,11.26,28.01,35.29,11.88,75,1006.15,1.93,3.76,2.5,0.44,144,55,Rain,rain,False,False,False,False
2024-02-23 18:02:20.878947,Punjab,31.15,34.77,33.55,29.53,54,1023.96,1.25,5.11,2.16,5.21,132,81,Thunderstorm,broken clouds,True,False,False,True
2024-02-24 18:02:20.878947,Punjab,29.84,14.12,45.31,1.97,59,1017.35,1.06,0.15,3.35,14.44,235,6,Thunderstorm,light rain,True,False,False,False
2024-02-25 18:02:20.878947,Punjab,20.66,21.63,31.62,0.0,73,1004.23,0.47,0.12,9.94,10.14,224,75,Thunderstorm,rain,True,False,False,True
2024-02-26 18:02:20.878947,Punjab,29.13,18.02,35.35,15.9,44,1014.32,1.07,2.71,2.55,3.7,25,80,Clear,clear sky,True,False,True,True
2024-02-27 18:02:20.878947,Punjab,28.1,9.41,42.96,0.0,68,1020.53,2.67,0.18,2.52,12.62,351,44,Rain,rain,False,True,False,True
2024-02-28 18:02:20.878947,Punjab,16.91,25.22,39.89,25.92,54,1003.92,1.38,4.95,7.59,7.09,251,41,Clear,few clouds,True,False,False,False
2024-02-29 18:02:20.878947,Punjab,18.05,18.49,42.24,8.24,56,1004.83,3.07,0.01,5.76,9.96,46,51,Clouds,broken clouds,False,False,True,False
2024-03-01 18:02:20.878947,Punjab,31.15,19.47,35.27,25.66,75,1016.73,0.45,1.9,5.33,9.29,231,39,Clear,clear sky,False,False,True,False
2024-03-02 18:02:20.878947,Punjab,24.41,14.01,38.16,6.68,58,1035.38,3.19,5.36,0.47,5.45,34,0,Rain,thunderstorm,True,False,True,False
2024-03-03 18:02:20.878947,Punjab,22.45,21.98,36.73,23.18,56,1016.58,0.05,2.11,12.14,6.52,209,68,Clear,clear sky,False,False,True,False
2024-03-04 18:02:20.878947,Punjab,15.55,17.45,20.24,14.2,40,1013.3,5.6,1.6,2.94,5.75,46,7,Clear,light rain,False,False,True,True
2024-03-05 18:02:20.878947,Punjab,38.88,27.48,30.88,10.14,72,1009.85,1.17,3.2,3.23,10.36,268,81,Clouds,rain,False,False,True,True
2024-03-06 18:02:20.878947,Punjab,10.22,27.91,37.64,21.88,58,1016.17,2.74,2.15,2.75,1.74,107,34,Clouds,thunderstorm,False,False,True,True
2024-03-07 18:02:20.878947,Punjab,17.0,28.44,30.07,10.91,73,1003.27,1.27,1.73,5.65,6.65,143,84,Rain,light rain,False,False,False,False
2024-03-08 18:02:20.878947,Punjab,29.68,18.05,33.88,23.63,48,1006.05,0.37,0.05,1.76,1.58,1,13,Rain,light rain,False,False,True,False
2024-03-09 18:02:20.878947,Punjab,18.59,17.51,37.59,13.42,73,1022.97,0.11,0.1,0.85,4.33,173,0,Rain,broken clouds,True,False,True,True
2024-03-10 18:02:20.878947,Punjab,21.46,17.31,33.52,10.23,26,1016.23,1.15,0.72,10.54,3.65,224,60,Clouds,rain,False,False,False,False
2024-03-11 18:02:20.878947,Punjab,28.55,14.63,29.97,22.37,90,1007.4,0.98,2.02,2.14,2.51,74,83,Clear,light rain,True,False,False,False
2024-03-12 18:02:20.878947,Punjab,16.17,15.75,36.35,31.34,80,1028.8,1.1,2.54,17.07,4.54,289,82,Thunderstorm,scattered clouds,True,False,False,False
2024-03-13 18:02:20.878947,Punjab,18.08,20.38,21.65,14.89,67,1018.26,0.43,1.49,2.43,2.92,228,65,Rain,few clouds,False,False,False,True
2024-03-14 18:02:20.878947,Punjab,36.17,14.83,18.63,23.08,58,1014.0,2.14,2.48,6.37,5.95,165,42,Thunderstorm,thunderstorm,False,False,False,False
2024-03-15 18:02:20.878947,Punjab,23.98,19.76,29.17,7.45,48,1026.96,0.67,0.64,4.04,3.69,232,77,Thunderstorm,few clouds,False,False,False,False
2024-03-16 18:02:20.878947,Punjab,33.02,21.26,33.43,14.21,81,1017.17,0.14,0.34,7.82,4.1,168,15,Thunderstorm,scattered clouds,False,False,False,True
2024-03-17 18:02:20.878947,Punjab,25.94,17.21,31.99,25.56,44,1007.9,4.58,1.79,2.82,4.0,293,50,Thunderstorm,few clouds,False,False,False,False
2024-03-18 18:02:20.878947,Punjab,23.28,27.12,41.36,17.54,58,1002.54,2.36,0.57,2.58,3.59,345,0,Rain,clear sky,False,False,False,False
2024-03-19 18:02:20.878947,Punjab,21.68,27.45,34.69,7.15,48,1008.45,4.45,0.29,0.81,6.65,348,38,Thunderstorm,rain,True,True,False,False
2024-03-20 18:02:20.878947,Punjab,20.3,19.8,30.13,1.89,67,1019.76,0.27,2.25,5.34,2.26,252,0,Thunderstorm,thunderstorm,False,False,True,True
2024-03-21 18:02:20.878947,Punjab,32.76,35.41,29.91,13.3,78,1033.0,0.38,0.76,4.75,4.26,65,19,Clouds,thunderstorm,False,False,True,False
2024-03-22 18:02:20.878947,Punjab,26.85,26.76,36.33,11.15,30,1018.0,2.84,0.39,5.67,0.95,234,53,Thunderstorm,clear sky,True,False,False,False
2024-03-23 18:02:20.878947,Punjab,13.01,17.43,36.37,21.37,35,1018.74,0.75,3.03,3.25,2.42,231,82,Rain,broken clouds,False,False,False,False
2024-03-24 18:02:20.878947,Punjab,33.59,24.53,32.17,16.16,76,1011.22,0.94,2.97,2.98,2.93,78,63,Rain,light rain,False,True,False,True
2024-03-25 18:02:20.878947,Punjab,33.9,15.73,40.73,11.25,52,1011.4,0.31,0.47,2.39,1.23,248,49,Thunderstorm,thunderstorm,False,False,False,False
2024-03-26 18:02:20.878947,Punjab,22.26,13.06,37.38,13.68,33,1008.32,5.55,0.87,1.81,10.34,211,44,Clouds,rain,False,False,True,False
2024-03-27 18:02:20.878947,Punjab,30.66,22.65,25.3,7.06,34,1031.53,0.07,6.47,0.62,3.67,145,27,Clouds,scattered clouds,False,False,False,True
2024-03-28 18:02:20.878947,Punjab,24.15,21.69,22.94,13.58,70,1006.75,1.14,3.21,3.84,3.75,272,80,Clouds,scattered clouds,False,False,False,True
2024-03-29 18:02:20.878947,Punjab,27.69,6.15,34.41,20.75,72,1020.15,1.3,3.32,7.61,2.03,349,25,Thunderstorm,clear sky,True,False,True,False
2024-03-30 18:02:20.878947,Punjab,38.88,21.52,34.68,7.74,44,1016.63,4.3,0.84,1.98,15.39,34,22,Clear,light rain,False,False,False,True
2024-03-31 18:02:20.878947,Punjab,20.49,13.92,20.45,25.73,38,1013.16,0.29,0.23,0.89,7.14,114,67,Clouds,broken clouds,True,False,False,False
2024-04-01 18:02:20.878947,Punjab,20.32,18.77,22.8,16.88,65,1030.24,2.15,2.64,1.58,6.23,75,66,Thunderstorm,rain,False,False,True,False
2024-04-02 18:02:20.878947,Punjab,19.45,17.74,31.74,18.21,77,1010.81,4.25,4.75,0.7,3.19,279,26,Thunderstorm,broken clouds,True,False,False,False
2024-04-03 18:02:20.878947,Punjab,19.82,25.32,21.8,20.55,53,1020.07,0.45,6.42,1.04,3.31,60,68,Rain,thunderstorm,False,False,True,True
2024-04-04 18:02:20.878947,Punjab,14.06,19.4,37.95,20.73,77,1005.43,0.46,0.4,4.04,3.3,156,9,Clear,few clouds,False,False,False,False
2024-04-05 18:02:20.878947,Punjab,29.96,16.2,30.55,8.01,59,1009.96,1.13,1.14,3.44,2.73,224,41,Rain,broken clouds,False,False,False,False
2024-04-06 18:02:20.878947,Punjab,14.87,18.45,36.11,19.01,67,1016.46,5.03,4.59,0.73,2.02,215,53,Thunderstorm,light rain,True,False,False,False
2024-04-07 18:02:20.878947,Punjab,40.91,21.77,29.17,15.77,54,1016.55,5.34,1.03,6.08,1.42,178,100,Thunderstorm,rain,False,False,False,False
2024-04-08 18:02:20.878947,Punjab,15.8,12.58,30.77,18.8,64,1003.09,2.02,1.63,1.54,4.25,280,32,Clouds,thunderstorm,False,False,False,True
2024-04-09 18:02:20.878947,Punjab,30.81,12.38,24.14,18.89,74,1000.9,3.37,0.6,1.45,2.69,170,62,Clear,scattered clouds,False,False,False,True
2024-04-10 18:02:20.878947,Punjab,25.08,22.76,40.01,7.43,79,1019.44,2.1,1.8,2.75,1.7,193,62,Clouds,few clouds,False,False,False,False
2024-04-11 18:02:20.878947,Punjab,16.21,19.82,36.12,6.82,42,997.08,6.39,0.83,4.83,2.1,8,86,Clouds,rain,True,False,True,False
2024-04-12 18:02:20.878947,Punjab,23.32,21.61,26.9,34.79,42,987.69,0.52,0.2,2.38,4.76,296,40,Clouds,thunderstorm,True,False,False,False
2024-04-13 18:02:20.878947,Punjab,28.57,22.88,34.88,9.3,64,1018.74,0.79,4.3,2.21,0.82,320,45,Thunderstorm,few clouds,False,False,False,False
2024-04-14 18:02:20.878947,Punjab,25.85,22.82,24.48,22.37,81,1027.17,1.36,0.71,6.06,4.13,258,4,Clear,scattered clouds,True,False,False,False
2024-04-15 18:02:20.878947,Punjab,18.15,11.35,37.55,17.76,71,1041.13,3.27,1.99,1.79,2.65,280,34,Clear,scattered clouds,False,False,True,False
2024-04-16 18:02:20.878947,Punjab,40.32,18.08,37.76,26.5,65,1024.13,0.55,0.62,3.75,1.45,264,64,Clouds,rain,False,False,True,False
2024-04-17 18:02:20.878947,Punjab,12.38,29.64,42.13,28.03,57,1020.97,0.69,0.45,8.27,5.33,66,73,Clear,broken clouds,False,False,True,True
2024-04-18 18:02:20.878947,Punjab,25.77,20.19,42.73,22.14,68,1008.21,2.8,1.64,0.43,4.34,173,15,Thunderstorm,few clouds,False,False,False,True
2024-04-19 18:02:20.878947,Punjab,22.18,11.3,20.78,12.52,79,1004.5,2.4,0.91,6.23,2.99,300,47,Clouds,light rain,False,False,False,False
2024-04-20 18:02:20.878947,Punjab,20.79,20.37,33.15,0.0,73,1007.42,1.37,3.17,7.71,2.95,180,69,Clouds,broken clouds,False,False,False,False
2024-04-21 18:02:20.878947,Punjab,22.77,4.89,50.05,17.02,71,1025.15,0.93,1.37,4.31,4.1,290,76,Clear,scattered clouds,True,True,False,False
2024-04-22 18:02:20.878947,Punjab,13.05,18.79,44.54,18.34,40,1021.15,0.82,0.41,5.65,5.48,88,47,Rain,thunderstorm,True,False,True,True
2024-04-23 18:02:20.878947,Punjab,32.85,25.39,28.23,9.63,86,1003.67,0.46,2.31,9.29,2.16,87,60,Rain,clear sky,False,False,True,True
2024-04-24 18:02:20.878947,Punjab,18.88,8.56,31.28,0.6,78,1035.36,0.24,3.83,7.98,8.74,128,67,Rain,few clouds,False,False,False,False
2024-04-25 18:02:20.878947,Punjab,23.44,17.17,40.4,11.43,72,1015.92,0.49,4.86,8.64,9.59,300,61,Clear,few clouds,False,False,False,False
